2017.11.08_18:35:46,93.23,127.31,162.83,17.46,20.57,25.78,22.89,9.04,974.03,153.05,201.43,252.79,32.13,35.30,39.62,23.86,71.62,981.08,80.85,N; Tset = 16.00; Ttrue = 0017.6; T1 = 22.58; RH1 = 81.28; T2 = 23.78; RH2 = 81.62
2017.11.08_18:55:52,93.33,129.08,171.97,19.67,20.30,26.42,23.71,9.79,1007.45,109.41,146.80,186.32,21.63,25.96,29.71,24.70,53.11,1014.88,59.14,N; Tset = 22.60; Ttrue = 0022.4; T1 = 23.05; RH1 = 65.69; T2 = 24.67; RH2 = 58.88
2017.11.08_18:56:56,95.31,128.91,168.41,18.42,20.53,25.95,23.73,9.77,1007.43,114.59,153.53,193.83,21.45,25.25,28.98,24.73,53.90,1014.89,60.13,N; Tset = 23.00; Ttrue = 0022.8; T1 = 23.07; RH1 = 66.79; T2 = 24.70; RH2 = 59.89
2017.11.08_18:57:58,93.72,126.76,165.81,18.01,19.32,24.83,23.78,9.64,1007.41,112.51,151.69,192.07,20.41,25.09,29.93,24.76,54.59,1014.88,60.99,N; Tset = 23.20; Ttrue = 0023.1; T1 = 23.10; RH1 = 67.72; T2 = 24.73; RH2 = 60.77
2017.11.08_18:59:02,94.38,132.46,169.00,18.61,21.83,25.46,23.82,9.47,1007.41,117.72,154.07,193.48,21.34,25.56,30.02,24.78,55.25,1014.88,61.85,N; Tset = 23.60; Ttrue = 0023.5; T1 = 23.11; RH1 = 68.72; T2 = 24.76; RH2 = 61.63
2017.11.08_19:00:06,94.23,130.33,165.28,19.37,21.17,25.81,23.85,9.29,1007.45,118.95,154.91,196.15,21.95,25.64,29.71,24.80,55.90,1014.86,62.68,N; Tset = 24.00; Ttrue = 0023.8; T1 = 23.10; RH1 = 69.75; T2 = 24.78; RH2 = 62.45
2017.11.08_19:01:08,93.33,125.18,167.43,18.38,20.32,25.06,23.87,9.12,1007.45,119.16,152.78,197.71,21.87,25.27,30.18,24.82,56.54,1014.83,63.49,N; Tset = 24.20; Ttrue = 0024.1; T1 = 23.06; RH1 = 70.87; T2 = 24.79; RH2 = 63.30
2017.11.08_19:02:12,94.06,130.39,170.21,20.70,19.70,25.59,23.88,8.98,1007.48,120.94,160.12,200.97,21.52,25.77,29.75,24.83,57.20,1014.84,64.30,N; Tset = 24.60; Ttrue = 0024.4; T1 = 23.00; RH1 = 72.11; T2 = 24.78; RH2 = 64.19
2017.11.08_19:03:14,96.84,130.72,169.78,17.56,19.55,25.94,23.88,8.92,1007.48,120.08,160.14,204.30,22.29,26.09,30.24,24.83,57.97,1014.81,65.30,N; Tset = 24.80; Ttrue = 0024.7; T1 = 22.91; RH1 = 73.60; T2 = 24.77; RH2 = 65.25
2017.11.08_19:04:18,91.79,130.33,165.81,17.48,20.23,24.72,23.87,8.92,1007.46,122.74,162.88,202.15,21.39,26.44,31.48,24.83,58.85,1014.79,66.35,N; Tset = 25.20; Ttrue = 0025.0; T1 = 22.83; RH1 = 75.13; T2 = 24.74; RH2 = 66.40
2017.11.08_19:05:20,94.20,127.43,164.20,17.43,21.99,25.08,23.84,8.99,1007.45,121.03,163.88,207.54,22.51,26.27,30.15,24.81,59.76,1014.75,67.46,N; Tset = 25.40; Ttrue = 0025.3; T1 = 22.78; RH1 = 76.57; T2 = 24.70; RH2 = 67.57
2017.11.08_19:06:24,92.83,127.34,165.22,20.10,19.53,25.51,23.80,9.07,1007.44,125.23,167.81,207.43,21.87,26.62,30.52,24.80,60.71,1014.74,68.59,N; Tset = 25.80; Ttrue = 0025.6; T1 = 22.74; RH1 = 78.01; T2 = 24.67; RH2 = 68.79
2017.11.08_19:07:26,93.09,129.53,166.97,18.89,20.03,26.70,23.76,9.16,1007.39,128.58,169.26,213.71,24.40,26.56,32.16,24.78,61.71,1014.70,69.76,N; Tset = 26.00; Ttrue = 0025.9; T1 = 22.71; RH1 = 79.33; T2 = 24.64; RH2 = 70.03
2017.11.08_19:08:28,93.09,131.98,169.47,18.31,20.08,24.82,23.73,9.25,1007.38,131.63,176.53,218.53,25.26,28.25,31.99,24.75,62.66,1014.69,70.90,N; Tset = 26.20; Ttrue = 0026.2; T1 = 22.71; RH1 = 80.52; T2 = 24.62; RH2 = 71.19
2017.11.08_19:09:32,95.16,128.38,170.36,18.74,21.66,27.48,23.71,9.36,1007.37,133.34,183.38,223.78,24.85,28.94,33.03,24.71,63.64,1014.67,72.15,N; Tset = 26.60; Ttrue = 0026.4; T1 = 22.71; RH1 = 81.68; T2 = 24.61; RH2 = 72.37
2017.11.08_19:10:34,95.56,128.35,170.18,19.69,20.53,26.12,23.68,9.45,1007.34,137.74,183.91,222.81,22.67,27.49,31.43,24.67,64.61,1014.68,73.43,N; Tset = 26.80; Ttrue = 0026.7; T1 = 22.72; RH1 = 82.79; T2 = 24.60; RH2 = 73.55
2017.11.08_19:11:36,94.75,130.05,166.53,18.12,20.42,26.57,23.66,9.52,1007.36,138.95,184.67,231.12,23.91,27.55,34.28,24.65,65.59,1014.68,74.55,N; Tset = 27.00; Ttrue = 0026.9; T1 = 22.75; RH1 = 83.82; T2 = 24.58; RH2 = 74.70
2017.11.08_19:12:40,92.27,130.50,166.95,20.25,21.19,25.17,23.65,9.57,1007.35,138.26,183.27,236.06,24.17,28.06,32.01,24.64,66.52,1014.68,75.62,N; Tset = 27.40; Ttrue = 0027.2; T1 = 22.78; RH1 = 84.77; T2 = 24.57; RH2 = 75.79
2017.11.08_19:13:42,91.01,128.47,162.63,19.39,19.89,25.58,23.64,9.63,1007.32,140.24,185.25,232.87,24.77,28.63,31.37,24.63,67.47,1014.70,76.73,N; Tset = 27.60; Ttrue = 0027.5; T1 = 22.82; RH1 = 85.72; T2 = 24.55; RH2 = 76.91
2017.11.08_19:14:44,94.95,132.17,165.26,18.77,20.25,25.52,23.62,9.68,1007.37,141.88,190.54,241.27,24.64,28.76,32.79,24.63,68.39,1014.71,77.74,N; Tset = 27.80; Ttrue = 0027.7; T1 = 22.86; RH1 = 86.60; T2 = 24.54; RH2 = 77.99
2017.11.08_19:15:46,95.69,129.76,166.97,18.43,19.95,27.00,23.62,9.71,1007.38,146.88,196.68,242.08,24.37,29.79,33.67,24.61,69.31,1014.73,78.84,N; Tset = 28.00; Ttrue = 0028.0; T1 = 22.93; RH1 = 87.44; T2 = 24.53; RH2 = 79.03
2017.11.08_19:16:48,92.50,127.27,166.65,18.64,19.98,24.45,23.61,9.75,1007.37,146.11,199.04,242.74,24.67,29.56,34.07,24.61,70.19,1014.75,79.88,N; Tset = 28.20; Ttrue = 0028.2; T1 = 23.00; RH1 = 88.23; T2 = 24.53; RH2 = 80.04
2017.11.08_19:17:52,89.14,126.34,164.83,20.33,20.66,24.71,23.60,9.77,1007.38,148.43,200.34,244.85,26.96,28.78,34.35,24.61,71.07,1014.76,80.87,N; Tset = 28.60; Ttrue = 0028.4; T1 = 23.05; RH1 = 88.99; T2 = 24.53; RH2 = 81.07
2017.11.08_19:18:54,94.90,129.10,167.52,18.57,22.00,27.02,23.60,9.80,1007.39,157.58,207.94,255.27,26.94,30.18,36.32,24.61,71.94,1014.78,81.93,N; Tset = 28.80; Ttrue = 0028.6; T1 = 23.13; RH1 = 89.74; T2 = 24.54; RH2 = 82.05
2017.11.08_19:19:56,95.88,130.85,169.88,17.86,19.64,25.76,23.60,9.84,1007.39,157.33,216.55,259.75,26.64,30.26,35.90,24.61,72.77,1014.79,82.91,N; Tset = 29.00; Ttrue = 0028.9; T1 = 23.20; RH1 = 90.40; T2 = 24.55; RH2 = 83.00
2017.11.08_19:20:58,94.02,130.31,169.13,19.32,21.57,25.67,23.61,9.87,1007.42,161.76,210.01,261.33,27.91,31.79,36.82,24.61,73.61,1014.82,83.90,N; Tset = 29.20; Ttrue = 0029.1; T1 = 23.26; RH1 = 91.09; T2 = 24.56; RH2 = 83.96
2017.11.08_19:22:00,93.70,131.73,170.19,19.56,21.51,26.78,23.62,9.90,1007.41,165.56,215.38,269.41,28.50,34.33,38.57,24.61,74.42,1014.83,84.86,N; Tset = 29.40; Ttrue = 0029.3; T1 = 23.34; RH1 = 91.75; T2 = 24.58; RH2 = 84.89
2017.11.08_19:23:02,94.67,130.51,169.27,19.54,22.40,27.88,23.62,9.91,1007.43,170.68,218.72,278.31,29.62,32.71,38.79,24.63,75.22,1014.83,85.74,N; Tset = 29.60; Ttrue = 0029.5; T1 = 23.42; RH1 = 92.36; T2 = 24.59; RH2 = 85.80
2017.11.08_19:24:04,94.06,132.83,168.20,19.65,21.35,24.85,23.63,9.91,1007.39,169.55,225.42,278.70,33.51,33.78,39.21,24.63,76.01,1014.84,86.72,N; Tset = 29.80; Ttrue = 0029.7; T1 = 23.50; RH1 = 92.96; T2 = 24.60; RH2 = 86.70
2017.11.08_19:25:06,91.88,133.22,168.19,21.22,21.94,26.23,23.65,9.89,1007.41,173.79,231.28,280.86,34.13,35.94,40.37,24.64,76.77,1014.84,87.60,N; Tset = 30.00; Ttrue = 0030.0; T1 = 23.58; RH1 = 93.51; T2 = 24.61; RH2 = 87.58
2017.11.08_19:26:08,92.98,130.62,167.17,18.26,20.29,25.84,23.66,9.89,1007.40,183.99,235.46,293.55,36.06,37.87,43.23,24.65,77.54,1014.84,88.46,N; Tset = 30.20; Ttrue = 0030.2; T1 = 23.66; RH1 = 94.07; T2 = 24.62; RH2 = 88.47
2017.11.08_19:27:10,91.37,133.37,168.06,18.40,22.58,26.68,23.68,9.89,1007.40,187.82,244.47,301.84,37.57,39.53,45.04,24.68,78.29,1014.84,89.30,N; Tset = 30.40; Ttrue = 0030.4; T1 = 23.75; RH1 = 94.60; T2 = 24.64; RH2 = 89.29
2017.11.08_19:28:12,95.72,131.21,172.47,19.41,22.04,26.28,23.70,9.91,1007.38,194.86,252.11,312.90,40.22,40.69,46.20,24.70,79.02,1014.84,90.15,N; Tset = 30.60; Ttrue = 0030.6; T1 = 23.85; RH1 = 95.10; T2 = 24.67; RH2 = 90.13
